"article","indiv","dpi","sample_type","val_total","val_sg","val_inf","lod_total","lod_sg","lod_inf","loq_total","loq_sg","loq_inf","tg_total","tg_sg","sample_grp","sample_rep","units_inf","animal_species","sex","age_class_stand","age_class_rep","age_years_rep","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","cell_line","viral_strain","units_total","units_sg","culture_assay"
"Speranza et al. 2020","ES_AGM10",5,"Non-invasive","6.338448","4.909068","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",7,"Non-invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Non-invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM10",1,"Non-invasive","2.973197","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",1,"Non-invasive","8.719003","7.303498","5.25","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",3,"Non-invasive","8.329618","7.135275","4","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",5,"Non-invasive","7.768752","6.450891","1","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Invasive","7.61","6.84","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Right upper)","Lung (right upper lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Invasive","8.06","7.3","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Right middle)","Lung (right middle lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Invasive","8.01","7.27","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Right lower)","Lung (right lower lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Invasive","6.55","5.55","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left upper)","Lung (left upper lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Invasive","7.7","6.92","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left middle)","Lung (left middle lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Invasive","7.97","7.45","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left lower)","Lung (left lower lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Invasive","3.57","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Nasal tissue (Mucosa)","Nasal mucosa",NA,"african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM10",10,"Invasive","4.74","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Oropharynx","Oropharynx",NA,"african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"van Doremalen et al. 2020","NvD_RM1",3,"Non-invasive",NA,"4.75765266957998","Pos",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","BAL","BAL","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM1",5,"Non-invasive",NA,"2.8736946664746","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","BAL","BAL","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM1",1,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM1",3,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM1",5,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM1",7,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM1",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Right upper)","Lung (right upper lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM1",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Right middle)","Lung (right middle lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM1",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Right lower)","Lung (right lower lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM1",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Mediastinal LN","Mediastinal LN","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM1",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Small intestine (Jejunum)","Jejunum","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM1",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Oropharynx","Oropharynx","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",3,"Non-invasive",NA,"5.59403983299805","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","BAL","BAL","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM2",5,"Non-invasive",NA,"3.17052371546299","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","BAL","BAL","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM2",1,"Non-invasive",NA,"< LOD","Pos",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM2",3,"Non-invasive",NA,"5.63285430283339","Pos",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM2",5,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"6.5237632401368","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Right upper)","Lung (right upper lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"6.01444913050667","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Right middle)","Lung (right middle lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"6.49110804783937","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Right lower)","Lung (right lower lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"4.41903184939821","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Left upper)","Lung (left upper lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"7.1404246957525","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Left middle)","Lung (left middle lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"7.12869764671099","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Left lower)","Lung (left lower lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Mediastinal LN","Mediastinal LN","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Bladder","Urinary bladder","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM2",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Oropharynx","Oropharynx","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM3",3,"Non-invasive",NA,"4.75161722689461","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","BAL","BAL","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM3",5,"Non-invasive",NA,"4.1848338560512","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","BAL","BAL","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM3",1,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM3",3,"Non-invasive",NA,"5.47467654711118","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM3",5,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM3",7,"Non-invasive",NA,"< LOD","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM3",7,"Invasive",NA,"5.54338355345407","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Right lower)","Lung (right lower lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM3",7,"Invasive",NA,"6.68234881291166","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Left upper)","Lung (left upper lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM3",7,"Invasive",NA,"6.30882533867752","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Left middle)","Lung (left middle lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM3",7,"Invasive",NA,"5.58372584399001","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Lung (Left lower)","Lung (left lower lobe)","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM3",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Mediastinal LN","Mediastinal LN","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM3",7,"Invasive",NA,"< LOD","Neg",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","Small intestine (Duodenum)","Duodenum","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/g","TCID50"
"van Doremalen et al. 2020","NvD_RM4",3,"Non-invasive",NA,"2.7053920800662","Neg",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","BAL","BAL","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
"van Doremalen et al. 2020","NvD_RM4",1,"Non-invasive",NA,"< LOD","Pos",NA,"1.93449845124357","Unknown",NA,"Unknown","Unknown",NA,"E","Nasal Sample","Nasal Swab","+/- virus isolation","rhesus macaque","Unknown","Juvenile","Adult","2-4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020",NA,"log10 sgRNA copies/mL","TCID50"
